CLONEID	ACC	LLID	PHASE	NAME	Annotation	Name_Annot
IMAGE:896930	AA779404	6230	S phase	RPS25 ribosomal protein S25 Hs.113029	protein metabolism and modification| metabolism| | | | | | | | | | | | 	S phase RPS25 ribosomal protein S25 Hs.113029 AA779404 protein metabolism and modification| metabolism| | | | | | | | | | | | 
IMAGE:122239	T98662	6230	S phase	RPS25 ribosomal protein S25 Hs.113029	protein metabolism and modification| metabolism| | | | | | | | | | | | 	S phase RPS25 ribosomal protein S25 Hs.113029 T98662 protein metabolism and modification| metabolism| | | | | | | | | | | | 
IMAGE:295729	N72715	10247	G2	UK114 translational inhibitor protein p14.5 Hs.18426	protein metabolism and modification| metabolism| | | | | | | | | | | | 	G2 UK114 translational inhibitor protein p14.5 Hs.18426 N72715 protein metabolism and modification| metabolism| | | | | | | | | | | | 
IMAGE:450711	AA704459	10036	G1/S	"CHAF1A chromatin assembly factor 1, subunit A (p150) Hs.79018"	protein metabolism and modification| DNA packaging| | | | | | | | | | | | 	"G1/S CHAF1A chromatin assembly factor 1, subunit A (p150) Hs.79018 AA704459 protein metabolism and modification| DNA packaging| | | | | | | | | | | | "
IMAGE:756769	AA425120	8208	G1/S	"CHAF1B chromatin assembly factor 1, subunit B (p60) Hs.75238"	protein metabolism and modification| DNA packaging| | | | | | | | | | | | 	"G1/S CHAF1B chromatin assembly factor 1, subunit B (p60) Hs.75238 AA425120 protein metabolism and modification| DNA packaging| | | | | | | | | | | | "
IMAGE:773479	BC008791	2280	G2	"TUBB tubulin, beta polypeptide Hs.179661 AA427899  "	protein folding| | | | | | | | | | | | | 	"G2 TUBB tubulin, beta polypeptide Hs.179661 AA427899   BC008791 protein folding| | | | | | | | | | | | | "
IMAGE:191603	H37989	2280	G2	FKBP1A FK506-binding protein 1A (12kD) Hs.179661	protein folding| | | | | | | | | | | | | 	G2 FKBP1A FK506-binding protein 1A (12kD) Hs.179661 H37989 protein folding| | | | | | | | | | | | | 
IMAGE:878744	AA670215	7251	G2/M	TSG101 tumor susceptibility gene 101 Hs.118910	protein degradation| metabolism| | | | | | | | | | | | 	G2/M TSG101 tumor susceptibility gene 101 Hs.118910 AA670215 protein degradation| metabolism| | | | | | | | | | | | 
IMAGE:489595	AA099034	7398	S phase	USP1 ubiquitin specific protease 1 Hs.35086	protein degradation| metabolism| | | | | | | | | | | | 	S phase USP1 ubiquitin specific protease 1 Hs.35086 AA099034 protein degradation| metabolism| | | | | | | | | | | | 
IMAGE:1581685	AA970066	7398	S phase	USP1 ubiquitin specific protease 1 Hs.35086	protein degradation| metabolism| | | | | | | | | | | | 	S phase USP1 ubiquitin specific protease 1 Hs.35086 AA970066 protein degradation| metabolism| | | | | | | | | | | | 
IMAGE:73596	T55689	7398	S phase	USP1 ubiquitin specific protease 1 Hs.35086	protein degradation| metabolism| | | | | | | | | | | | 	S phase USP1 ubiquitin specific protease 1 Hs.35086 T55689 protein degradation| metabolism| | | | | | | | | | | | 
IMAGE:155064	R71391	8975	G2/M	USP13 ubiquitin specific protease 13 (isopeptidase T-3) Hs.85482	protein degradation| metabolism| | | | | | | | | | | | 	G2/M USP13 ubiquitin specific protease 13 (isopeptidase T-3) Hs.85482 R71391 protein degradation| metabolism| | | | | | | | | | | | 
IMAGE:884462	AA629707	1827	G2/M	DSCR1 Down syndrome critical region gene 1 Hs.184222	physiological processes| signal transduction| developmental processes| | | | | | | | | | | 	G2/M DSCR1 Down syndrome critical region gene 1 Hs.184222 AA629707 physiological processes| signal transduction| developmental processes| | | | | | | | | | | 
IMAGE:377641	AA055992	1443	G2/M	CSH2 chorionic somatomammotropin hormone 2 Hs.334372	physiological processes| signal transduction| cell-cell signaling| | | | | | | | | | | 	G2/M CSH2 chorionic somatomammotropin hormone 2 Hs.334372 AA055992 physiological processes| signal transduction| cell-cell signaling| | | | | | | | | | | 
IMAGE:461759	AA682386	4973	G2/M	OLR1 oxidised low density lipoprotein (lectin-like) receptor 1 Hs.77729	physiological processes| protein degradation| metabolism| | | | | | | | | | | 	G2/M OLR1 oxidised low density lipoprotein (lectin-like) receptor 1 Hs.77729 AA682386 physiological processes| protein degradation| metabolism| | | | | | | | | | | 
IMAGE:30170	R42530	836	G2	"CASP3 caspase 3, apoptosis-related cysteine protease Hs.74552"	physiological processes| cell death| cell death| cell death| | | | | | | | | | 	"G2 CASP3 caspase 3, apoptosis-related cysteine protease Hs.74552 R42530 physiological processes| cell death| cell death| cell death| | | | | | | | | | "
IMAGE:740925	AA478338	3620	G2/M	"INDO indoleamine-pyrrole 2,3 dioxygenase Hs.840"	physiological processes| cell communication| amino acid and derivative metabolism| metabolism| | | | | | | | | | 	"G2/M INDO indoleamine-pyrrole 2,3 dioxygenase Hs.840 AA478338 physiological processes| cell communication| amino acid and derivative metabolism| metabolism| | | | | | | | | | "
IMAGE:298417	N74131	7033	G2/M	TFF3 trefoil factor 3 (intestinal) Hs.82961	physiological processes| cell communication| | | | | | | | | | | | 	G2/M TFF3 trefoil factor 3 (intestinal) Hs.82961 N74131 physiological processes| cell communication| | | | | | | | | | | | 
IMAGE:234539	H78234	56995	M/G1	TUSP tubby super-family protein Hs.102237	physiological processes| | | | | | | | | | | | | 	M/G1 TUSP tubby super-family protein Hs.102237 H78234 physiological processes| | | | | | | | | | | | | 
IMAGE:491544	AA148536	4928	G2/M	NUP98 nucleoporin 98kD Hs.112255	obsolete| transport| transport| metabolism| | | | | | | | | | 	G2/M NUP98 nucleoporin 98kD Hs.112255 AA148536 obsolete| transport| transport| metabolism| | | | | | | | | | 
IMAGE:147834	NM_006526	7764	S phase	ZNF217 zinc finger protein 217 Hs.155040 R81830  	obsolete| transcription| | | | | | | | | | | | 	S phase ZNF217 zinc finger protein 217 Hs.155040 R81830   NM_006526 obsolete| transcription| | | | | | | | | | | | 
IMAGE:2062329	AI337292	7272	G2/M	TTK TTK protein kinase Hs.169840	obsolete| spindle assembly| cell growth and/or maintenance| cell cycle control| mitotic spindle assembly| nuclear division| cell cycle| cell growth and/or maintenance| mitotic checkpoint| nuclear division| mitotic checkpoint| mitotic checkpoint| cell cycle| cell proliferation	G2/M TTK TTK protein kinase Hs.169840 AI337292 obsolete| spindle assembly| cell growth and/or maintenance| cell cycle control| mitotic spindle assembly| nuclear division| cell cycle| cell growth and/or maintenance| mitotic checkpoint| nuclear division| mitotic checkpoint| mitotic checkpoint| cell cycle| cell proliferation
IMAGE:197520	H51992	8202	M/G1	NCOA3 nuclear receptor coactivator 3 Hs.225977	obsolete| signal transduction| transcription| | | | | | | | | | | 	M/G1 NCOA3 nuclear receptor coactivator 3 Hs.225977 H51992 obsolete| signal transduction| transcription| | | | | | | | | | | 
IMAGE:42739	R61007	7803	G2/M	"PTP4A1 protein tyrosine phosphatase type IVA, member 1 Hs.227777"	obsolete| protein modification| metabolism| | | | | | | | | | | 	"G2/M PTP4A1 protein tyrosine phosphatase type IVA, member 1 Hs.227777 R61007 obsolete| protein modification| metabolism| | | | | | | | | | | "
IMAGE:950690	AA608568	890	G2	CCNA2 cyclin A2 Hs.85137	obsolete| mitotic checkpoint| nuclear division| mitotic checkpoint| mitotic checkpoint| cell cycle| cell cycle| | | | | | | 	G2 CCNA2 cyclin A2 Hs.85137 AA608568 obsolete| mitotic checkpoint| nuclear division| mitotic checkpoint| mitotic checkpoint| cell cycle| cell cycle| | | | | | | 
IMAGE:781089	AA430241	9232	M/G1	PTTG1 pituitary tumor-transforming 1 Hs.252587	obsolete| developmental processes| transcription| | | | | | | | | | | 	M/G1 PTTG1 pituitary tumor-transforming 1 Hs.252587 AA430241 obsolete| developmental processes| transcription| | | | | | | | | | | 
IMAGE:2018976	AI362866	9232	M/G1	PTTG1 pituitary tumor-transforming 1 Hs.252587	obsolete| developmental processes| transcription| | | | | | | | | | | 	M/G1 PTTG1 pituitary tumor-transforming 1 Hs.252587 AI362866 obsolete| developmental processes| transcription| | | | | | | | | | | 
IMAGE:137387	R38044	7020	G2	TFAP2A transcription factor AP-2 alpha (activating enhancer-binding protein 2 alpha) Hs.334334	obsolete| developmental processes| signal transduction| developmental processes| transcription| | | | | | | | | 	G2 TFAP2A transcription factor AP-2 alpha (activating enhancer-binding protein 2 alpha) Hs.334334 R38044 obsolete| developmental processes| signal transduction| developmental processes| transcription| | | | | | | | | 
IMAGE:291057	N72115	1031	G2	"CDKN2C cyclin-dependent kinase inhibitor 2C (p18, inhibits CDK4) Hs.4854"	obsolete| developmental processes| cell cycle control| cell communication| cell growth and/or maintenance| cell proliferation| | | | | | | | 	"G2 CDKN2C cyclin-dependent kinase inhibitor 2C (p18, inhibits CDK4) Hs.4854 N72115 obsolete| developmental processes| cell cycle control| cell communication| cell growth and/or maintenance| cell proliferation| | | | | | | | "
IMAGE:589484	AA146826	861	G1/S	RUNX1 runt-related transcription factor 1 (acute myeloid leukemia 1; aml1 oncogene) Hs.129914	obsolete| developmental processes| | | | | | | | | | | | 	G1/S RUNX1 runt-related transcription factor 1 (acute myeloid leukemia 1; aml1 oncogene) Hs.129914 AA146826 obsolete| developmental processes| | | | | | | | | | | | 
IMAGE:754509	AA411642	4233	G2	MET met proto-oncogene (hepatocyte growth factor receptor) Hs.285754	obsolete| cell proliferation| signal transduction| | | | | | | | | | | 	G2 MET met proto-oncogene (hepatocyte growth factor receptor) Hs.285754 AA411642 obsolete| cell proliferation| signal transduction| | | | | | | | | | | 
IMAGE:781047	AA446462	699	G2/M	BUB1 budding uninhibited by benzimidazoles 1 (yeast homolog) Hs.98658	obsolete| cell proliferation| mitotic checkpoint| nuclear division| mitotic checkpoint| mitotic checkpoint| mitotic checkpoint| nuclear division| mitotic checkpoint| mitotic checkpoint| cell cycle| | | 	G2/M BUB1 budding uninhibited by benzimidazoles 1 (yeast homolog) Hs.98658 AA446462 obsolete| cell proliferation| mitotic checkpoint| nuclear division| mitotic checkpoint| mitotic checkpoint| mitotic checkpoint| nuclear division| mitotic checkpoint| mitotic checkpoint| cell cycle| | | 
IMAGE:1734450	AI188173	4193	M/G1	"MDM2 mouse double minute 2, human homolog of; p53-binding protein Hs.170027"	obsolete| cell proliferation| | | | | | | | | | | | 	"M/G1 MDM2 mouse double minute 2, human homolog of; p53-binding protein Hs.170027 AI188173 obsolete| cell proliferation| | | | | | | | | | | | "
IMAGE:230370	H75530	1398	M/G1	CRK v-crk avian sarcoma virus CT10 oncogene homolog Hs.306088	obsolete| cell motility| signal transduction| obsolete| transcription| | | | | | | | | 	M/G1 CRK v-crk avian sarcoma virus CT10 oncogene homolog Hs.306088 H75530 obsolete| cell motility| signal transduction| obsolete| transcription| | | | | | | | | 
IMAGE:128947	R10284	3161	G2/M	HMMR hyaluronan-mediated motility receptor (RHAMM) Hs.72550	obsolete| cell motility| | | | | | | | | | | | 	G2/M HMMR hyaluronan-mediated motility receptor (RHAMM) Hs.72550 R10284 obsolete| cell motility| | | | | | | | | | | | 
IMAGE:705064	AA279990	10460	G2/M	"TACC3 transforming, acidic coiled-coil containing protein 3 Hs.104019"	obsolete| cell growth and/or maintenance| | | | | | | | | | | | 	"G2/M TACC3 transforming, acidic coiled-coil containing protein 3 Hs.104019 AA279990 obsolete| cell growth and/or maintenance| | | | | | | | | | | | "
IMAGE:796694	AA460685	332	G2/M	BIRC5 baculoviral IAP repeat-containing 5 (survivin) Hs.1578	obsolete| cell death| cell cycle| | | | | | | | | | | 	G2/M BIRC5 baculoviral IAP repeat-containing 5 (survivin) Hs.1578 AA460685 obsolete| cell death| cell cycle| | | | | | | | | | | 
IMAGE:950445	NM_002715	5515	M/G1	"PPP2CA protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform Hs.91773 AA599092  "	obsolete| cell cycle control| protein modification| metabolism| | | | | | | | | | 	"M/G1 PPP2CA protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform Hs.91773 AA599092   NM_002715 obsolete| cell cycle control| protein modification| metabolism| | | | | | | | | | "
IMAGE:826273	AA520999	9134	G1/S	CCNE2 cyclin E2 Hs.30464	obsolete| cell cycle checkpoint| cell cycle control| cell cycle| | | | | | | | | | 	G1/S CCNE2 cyclin E2 Hs.30464 AA520999 obsolete| cell cycle checkpoint| cell cycle control| cell cycle| | | | | | | | | | 
IMAGE:773724	AA433944	8772	G2	FADD Fas (TNFRSF6)-associated via death domain Hs.86131	obsolete| cell communication| stress response| signal transduction| cell death| | | | | | | | | 	G2 FADD Fas (TNFRSF6)-associated via death domain Hs.86131 AA433944 obsolete| cell communication| stress response| signal transduction| cell death| | | | | | | | | 
IMAGE:40303	R52961	6464	S phase	SHC1 SHC (Src homology 2 domain-containing) transforming protein 1 Hs.81972	obsolete| cell communication| signal transduction| cell communication| signal transduction| cell proliferation| | | | | | | | 	S phase SHC1 SHC (Src homology 2 domain-containing) transforming protein 1 Hs.81972 R52961 obsolete| cell communication| signal transduction| cell communication| signal transduction| cell proliferation| | | | | | | | 
IMAGE:359597	AA010818	4301	G2/M	"MLLT4 myeloid/lymphoid or mixed-lineage leukemia (trithorax (Drosophila) homolog); translocated to, 4 Hs.100469"	obsolete| cell adhesion| signal transduction| cell-cell signaling| | | | | | | | | | 	"G2/M MLLT4 myeloid/lymphoid or mixed-lineage leukemia (trithorax (Drosophila) homolog); translocated to, 4 Hs.100469 AA010818 obsolete| cell adhesion| signal transduction| cell-cell signaling| | | | | | | | | | "
IMAGE:196387	R91502	1244	S phase	"ABCC2 ATP-binding cassette, sub-family C (CFTR/MRP), member 2 Hs.193852"	obsolete| | | | | | | | | | | | | 	"S phase ABCC2 ATP-binding cassette, sub-family C (CFTR/MRP), member 2 Hs.193852 R91502 obsolete| | | | | | | | | | | | | "
IMAGE:502351	AA156936	3928	M/G1	LBC lymphoid blast crisis oncogene Hs.301946	obsolete| | | | | | | | | | | | | 	M/G1 LBC lymphoid blast crisis oncogene Hs.301946 AA156936 obsolete| | | | | | | | | | | | | 
IMAGE:591653	AA160400	3928	M/G1	LBC lymphoid blast crisis oncogene Hs.301946	obsolete| | | | | | | | | | | | | 	M/G1 LBC lymphoid blast crisis oncogene Hs.301946 AA160400 obsolete| | | | | | | | | | | | | 
IMAGE:759873	AA423944	10234	G2/M	P37NB 37 kDa leucine-rich repeat (LRR) protein Hs.155545	obsolete| | | | | | | | | | | | | 	G2/M P37NB 37 kDa leucine-rich repeat (LRR) protein Hs.155545 AA423944 obsolete| | | | | | | | | | | | | 
IMAGE:838829	AA481769	10765	M/G1	PLU-1 putative DNA/chromatin binding motif Hs.143323	obsolete| | | | | | | | | | | | | 	M/G1 PLU-1 putative DNA/chromatin binding motif Hs.143323 AA481769 obsolete| | | | | | | | | | | | | 
IMAGE:785415	AA476625	51763	G2/M	SKIP SKIP for skeletal muscle and kidney enriched inositol phosphatase Hs.178347	obsolete| | | | | | | | | | | | | 	G2/M SKIP SKIP for skeletal muscle and kidney enriched inositol phosphatase Hs.178347 AA476625 obsolete| | | | | | | | | | | | | 
IMAGE:825013	AA489201	10541	G2/M	SSP29 acidic protein rich in leucines Hs.84264	obsolete| | | | | | | | | | | | | 	G2/M SSP29 acidic protein rich in leucines Hs.84264 AA489201 obsolete| | | | | | | | | | | | | 
IMAGE:853368	AA663310	7298	S phase	TYMS thymidylate synthetase Hs.82962	"nucleotide metabolism| metabolism| nucleobase nucleoside\, nucleotide and nucleic acid metabolism| | | | | | | | | | | "	"S phase TYMS thymidylate synthetase Hs.82962 AA663310 nucleotide metabolism| metabolism| nucleobase nucleoside\, nucleotide and nucleic acid metabolism| | | | | | | | | | | "
IMAGE:768643	AA425630	11163	M/G1	NUDT4 nudix (nucleoside diphosphate linked moiety X)-type motif 4 Hs.92381	nucleotide metabolism| | | | | | | | | | | | | 	M/G1 NUDT4 nudix (nucleoside diphosphate linked moiety X)-type motif 4 Hs.92381 AA425630 nucleotide metabolism| | | | | | | | | | | | | 
IMAGE:33949	R20005	5635	G2/M	PRPSAP1 phosphoribosyl pyrophosphate synthetase-associated protein 1 Hs.77498	"nucleobase nucleoside\, nucleotide and nucleic acid metabolism| | | | | | | | | | | | | "	"G2/M PRPSAP1 phosphoribosyl pyrophosphate synthetase-associated protein 1 Hs.77498 R20005 nucleobase nucleoside\, nucleotide and nucleic acid metabolism| | | | | | | | | | | | | "
IMAGE:266094	N30955	7156	G1/S	TOP3A topoisomerase (DNA) III alpha Hs.91175	nuclear division| nuclear division| DNA recombination| cell growth and/or maintenance| | | | | | | | | | 	G1/S TOP3A topoisomerase (DNA) III alpha Hs.91175 N30955 nuclear division| nuclear division| DNA recombination| cell growth and/or maintenance| | | | | | | | | | 
IMAGE:2046118	AI372035	8438	S phase	RAD54L RAD54 (S.cerevisiae)-like Hs.66718	nuclear division| DNA repair| DNA recombination| | | | | | | | | | | 	S phase RAD54L RAD54 (S.cerevisiae)-like Hs.66718 AI372035 nuclear division| DNA repair| DNA recombination| | | | | | | | | | | 
IMAGE:788355	AA453028	10734	S phase	STAG3 stromal antigen 3 Hs.20132	nuclear division| | | | | | | | | | | | | 	S phase STAG3 stromal antigen 3 Hs.20132 AA453028 nuclear division| | | | | | | | | | | | | 
